Timepoint-1,Timepoint-2,Timepoint-3,Timepoint-4,Timepoint-5,Timepoint-6,Timepoint-7,Timepoint-8,Timepoint-9,Timepoint-10,Timepoint-11,Timepoint-12,Timepoint-13,Timepoint-14,Timepoint-15,Timepoint-16,Timepoint-17,Timepoint-18,Timepoint-19,Timepoint-20,Timepoint-21,Timepoint-22,Timepoint-23,Timepoint-24,Timepoint-25,Timepoint-26,Timepoint-27,Timepoint-28,Timepoint-29,Timepoint-30,Timepoint-31,Timepoint-32,Timepoint-33,Timepoint-34,Timepoint-35,Timepoint-36,Timepoint-37,Timepoint-38,Timepoint-39,Timepoint-40,Timepoint-41,Timepoint-42,Timepoint-43,Timepoint-44,Timepoint-45,Timepoint-46,Timepoint-47,Timepoint-48,Timepoint-49,Timepoint-50,Timepoint-51,Timepoint-52,Timepoint-53,Timepoint-54,Timepoint-55,Timepoint-56,Timepoint-57,Timepoint-58,Timepoint-59,Timepoint-60,Timepoint-61,Timepoint-62,Timepoint-63,Timepoint-64,Timepoint-65,Timepoint-66,Timepoint-67,Timepoint-68,Timepoint-69,Timepoint-70,Timepoint-71,Timepoint-72,Timepoint-73,Timepoint-74,Timepoint-75,Class
0.54407,0.5360991891891891,0.5484759459459458,0.5888164864864865,0.6200862162162164,0.5948654054054056,0.5904456756756757,0.6354805405405407,0.6389999999999999,0.646525135135135,0.6653308108108107,0.6454678378378379,0.5832391891891895,0.5925537837837839,2.097570270270277,2.3011513513513444,-1.9368675675675673,-1.9782891891891894,-1.8931513513513516,-1.9095945945945956,-1.8633594594594598,-1.8436108108108105,-1.8332081081081077,-1.7250486486486492,-1.65274054054054,-1.6585432432432432,-1.5668621621621621,-1.5149405405405403,-1.4264945945945953,-1.2708405405405403,-1.1353324324324323,-0.959588378378377,-0.8108654054054056,-0.7165875675675676,-0.6406754054054057,-0.505532162162162,-0.3536781081081077,-0.25503,-0.040567864864862566,-0.061640513513513434,0.029924810810811477,0.14419810810810832,0.20258837837837784,0.331200000000001,0.35409702702702767,0.3708908108108108,0.4120327027027024,0.4035554054054067,0.4012310810810801,0.4616672972972974,0.5288243243243247,0.5324743243243255,0.545843513513514,0.5505151351351351,0.5298048648648633,0.5605124324324344,0.5704440540540541,0.572641891891892,0.5394594594594597,0.5663556756756754,0.5765421621621626,0.5541262162162162,0.6033313513513492,0.5837659459459466,0.553418918918919,0.5855500000000013,0.5558402702702703,0.5875159459459451,0.5761345945945958,0.5839059459459452,0.5600859459459467,0.6306002702702719,0.5898889189189196,0.542335405405405,0.58322,1
0.76643,0.7370145945945946,0.7270272972972973,0.6984621621621623,0.7651605405405407,0.7580270270270271,0.7168145945945946,0.7698632432432432,0.7218108108108107,0.6867745945945946,0.71889,0.7394208108108107,0.7139862162162162,0.6911175675675676,0.7251135135135136,0.7078410810810811,0.6582243243243243,0.7399267567567565,0.7216910810810815,0.725477567567567,0.7671856756756755,0.6988791891891892,0.7103218918918917,0.7526462162162157,0.6803351351351343,0.7378745945945946,0.7488686486486487,0.793274594594595,0.7741124324324326,0.030301081081072573,-2.0851216216216213,-2.088994594594595,-2.027659459459459,-1.9508297297297292,-2.0463162162162165,-1.9076189189189177,-1.9425243243243242,-1.8428,-1.799121621621621,-1.696751351351351,-1.6587594594594584,-1.54947027027027,-1.4184972972972971,-1.3192459459459451,-1.1668081081081074,-1.0968000000000002,-0.9481189189189182,-0.8263108108108104,-0.6454856756756748,-0.5810491891891889,-0.3945624324324329,-0.2970451351351339,-0.13251783783783688,-0.004413702702702662,0.12508729729729823,0.12698400000000204,0.2677867567567571,0.30467891891891885,0.4041883783783785,0.4275194594594603,0.46877270270270277,0.5390964864864868,0.5159686486486462,0.5457897297297313,0.5443424324324309,0.5843527027027018,0.6238186486486486,0.6959705405405407,0.6395475675675677,0.679835675675676,0.6588743243243254,0.6620086486486488,0.6665735135135128,0.6561305405405401,0.72445,2
-2.045,-2.003072972972973,-2.052743243243243,-2.017024324324325,-2.0575810810810813,-2.026110810810811,-2.064456756756757,-2.066694594594595,-2.048764864864865,-2.0021243243243245,-2.006491891891892,-1.953086486486487,-1.8393027027027027,-1.6625405405405407,-1.3490513513513511,-1.0470918918918914,-0.5806402702702698,-0.17866972972972944,0.03707399486486538,0.24769108108108162,0.3507683783783786,0.4499145945945946,0.4848129729729733,0.5310821621621622,0.5423527027027027,0.5041605405405405,0.5332478378378379,0.530134324324324,0.5588275675675675,0.5287827027027023,0.5435202702702705,0.5173791891891889,0.5482575675675685,0.5764018918918918,0.5552543243243241,0.5860748648648657,0.5683891891891885,0.60115,0.5771345945945958,0.5877283783783775,0.5360916216216217,0.5942400000000002,0.5575470270270271,0.568827297297297,0.5292813513513516,0.6084318918918922,0.5882210810810797,0.6284916216216204,0.5802491891891888,0.5414994594594594,0.5139159459459458,0.5403775675675673,0.5718624324324328,0.5645156756756756,0.5445078378378386,0.5553051351351342,0.5683037837837832,0.5468235135135134,0.5428894594594593,0.5626921621621634,0.5472729729729732,0.5985178378378381,0.5443572972972952,0.541262972972973,0.5281651351351347,0.5659494594594598,0.5295391891891892,0.5655978378378377,0.538718918918919,0.579772972972973,0.5221072972972964,0.5503737837837842,0.5012289189189179,0.5816056756756751,0.57056,4
-1.705,-1.7601,-1.7174999999999998,-1.7620486486486489,-1.7295891891891892,-1.738983783783784,-1.7660810810810814,-1.7726162162162162,-1.7281648648648646,-1.7476000000000003,-1.77,-1.6903189189189187,-1.737167567567568,-1.7296135135135133,-1.6925054054054056,-1.6552864864864865,-1.55202972972973,-1.387062162162162,-1.112262162162161,-0.745383243243241,-0.2893327027027026,0.03267289189189194,0.32781783783783885,0.47181594594594634,0.5871472972972975,0.6183505405405404,0.6082308108108108,0.6374629729729735,0.6330337837837843,0.6533713513513506,0.6298094594594595,0.6346575675675687,0.6301872972972967,0.6449694594594596,0.6530467567567565,0.6270962162162159,0.5788208108108108,0.64581,0.6225810810810808,0.6221329729729729,0.6444589189189189,0.6165883783783783,0.5847610810810815,0.6593427027027025,0.6429672972972973,0.626563783783784,0.7702751351351382,1.1189432432432431,0.750503513513513,0.3217645945945942,0.15453999999999934,0.5761762162162172,0.6065316216216219,0.6099891891891891,0.6243778378378356,0.6465024324324344,0.6076956756756756,0.6390724324324324,0.6249278378378377,0.5893164864864866,0.6021467567567571,0.6371297297297305,0.6049518918918919,0.6268972972972975,0.5709699999999999,0.6385405405405408,0.6546132432432432,0.595911351351353,0.5921686486486477,0.6445610810810818,0.6164475675675674,0.6337910810810818,0.6319494594594592,0.6385245945945941,0.58226,3
0.54137,0.5255456756756757,0.5480286486486485,0.502185945945946,0.5819821621621621,0.5956348648648649,0.5362035135135138,0.5743056756756757,0.5407908108108107,0.5408916216216216,0.5179535135135137,0.5426702702702701,0.5941927027027027,0.5941389189189189,0.6233375675675679,0.582141081081081,0.6263618918918925,3.4747027027027078,0.2715810810810404,-2.0028621621621605,-1.9348378378378381,-1.9518729729729731,-1.9234108108108101,-1.8415945945945942,-1.8049621621621617,-1.7771864864864861,-1.6934513513513514,-1.5774189189189178,-1.5402783783783782,-1.461583783783784,-1.4333297297297296,-1.2659270270270262,-1.113597297297296,-1.0405886486486489,-0.9313240540540543,-0.7952481081081083,-0.6684383783783774,-0.53085,-0.45535864864864706,-0.2787727027027025,-0.15769864864864896,-0.04143324324324338,0.09404235135135143,0.09192705405405403,0.20600891891891918,0.3067259459459474,0.2869064864864871,0.33313054054054086,0.3767870270270271,0.38985918918918927,0.40144216216216216,0.46840297297297406,0.44828891891891837,0.5125118918918921,0.4378118918918905,0.518969189189192,0.5351732432432432,0.5942229729729726,0.5129248648648645,0.5440470270270273,0.5085208108108107,0.5565337837837838,0.5908145945945971,0.519407297297299,0.5533116216216216,0.5247740540540538,0.6045329729729729,0.5111064864864875,0.5053316216216216,0.5523281081081082,0.5098845945945951,0.5714610810810804,0.6164510810810807,0.5407235135135137,0.52813,1
-1.2782,-1.280891891891892,-1.231081081081081,-1.271756756756757,-1.276754054054054,-1.2477243243243241,-1.2464783783783786,-1.2740378378378379,-1.2855297297297297,-1.256272972972973,-1.2347675675675676,-1.2259783783783782,-1.2767,-1.2441,-1.2536810810810808,-1.2681405405405406,-1.2324648648648648,-1.2724432432432433,-1.28972972972973,-1.257408108108108,-1.3078837837837838,-1.2353594594594595,-1.2395108108108106,-1.2368648648648648,-1.2172378378378381,-1.2146918918918919,-1.1418729729729729,-1.066408108108108,-0.7991589189189175,-0.5626340540540531,-0.16498118918918872,0.11717637837837896,0.47209027027027173,0.6381045945945946,0.7471227027027031,0.7924324324324319,0.8538921621621626,0.86417,0.8591502702702714,0.8689548648648665,0.8299494594594595,0.8583405405405405,0.8961116216216216,0.8957610810810794,0.8716605405405408,0.8582832432432437,0.8706908108108105,0.8445245945945946,0.8437856756756761,0.8507629729729729,0.8899324324324327,0.8493616216216211,0.851688918918918,0.8878837837837836,0.8312297297297293,0.8695408108108122,0.8587529729729738,0.8706070270270267,0.8566283783783785,0.8706278378378378,0.83686945945946,0.8775232432432432,0.8229108108108096,0.8696272972972972,0.8284459459459461,0.8519056756756758,0.8373486486486486,0.8248302702702713,0.8419732432432422,0.8500345945945951,0.8596056756756756,0.8611772972972978,0.8690437837837837,0.8485713513513511,0.8722,4
-1.3775,-1.3868216216216216,-1.3986864864864863,-1.3781756756756756,-1.3446513513513514,-1.3718324324324325,-1.347362162162162,-1.3330972972972974,-1.3174108108108107,-1.370608108108108,-1.3864297297297297,-1.3882054054054056,-1.4004324324324327,-1.3683,-1.3783729729729728,-1.3613216216216215,-1.4040459459459458,-1.36732972972973,-1.3549864864864867,-1.3817000000000004,-1.3634432432432435,-1.3521864864864865,-1.2852216216216226,-1.2991324324324323,-1.1901405405405403,-1.0259837837837837,-0.7461048648648646,-0.24272216216216008,0.0682025405405413,0.3792324324324329,0.6229018918918919,0.7357186486486498,0.7472551351351358,0.7536227027027027,0.7664483783783783,0.7852694594594596,0.8197097297297302,0.78197,0.771842972972972,0.8020532432432436,0.7894135135135135,0.7866878378378377,0.7942356756756752,0.7551083783783792,0.7930332432432439,0.7803083783783784,0.7721683783783788,0.7742191891891899,0.7956986486486483,0.7748389189189191,0.7896359459459459,0.8177900000000002,0.7938743243243245,0.7842183783783784,0.7990551351351365,0.800406756756757,0.7847132432432431,0.8136756756756756,0.7503840540540537,0.782963243243243,0.7858632432432431,0.7951148648648653,0.7895751351351388,0.7885499999999984,0.7936283783783789,0.7879689189189195,0.7984121621621623,0.7690308108108124,0.7748081081081084,0.8041451351351353,0.7496064864864894,0.8003113513513513,0.7913894594594586,0.7923083783783785,0.78055,4
0.64599,0.6162543243243244,0.5870654054054053,0.5558781081081082,0.5736978378378377,0.6446024324324324,0.606908108108108,0.5936570270270269,0.636408918918919,0.6445370270270269,0.6191275675675676,0.658870540540541,0.602861081081081,1.1821783783783792,3.821367567567567,-1.5011837837837851,-1.9133648648648647,-1.8445729729729727,-1.8399837837837847,-1.8151621621621628,-1.7658594594594597,-1.7225297297297297,-1.6934378378378387,-1.6322675675675686,-1.579016216216216,-1.539789189189189,-1.4654108108108108,-1.3592567567567568,-1.3132945945945946,-1.1694945945945943,-1.0923567567567567,-0.9978335135135132,-0.875124594594594,-0.7450497297297299,-0.64608081081081,-0.4937764864864846,-0.36006162162162214,-0.30873,-0.18006783783784028,-0.10799848648648697,0.043630691891891414,0.06545991891891907,0.15210135135135164,0.22152081081081149,0.3025278378378383,0.32073675675675717,0.3716537837837824,0.3911013513513533,0.46433837837837877,0.45743567567567567,0.485597027027027,0.48885918918919097,0.49992297297297283,0.5311775675675676,0.5061943243243248,0.5767086486486488,0.5664532432432425,0.5815440540540541,0.5977229729729734,0.5717591891891891,0.6051402702702695,0.5400151351351349,0.5838118918918962,0.5791245945945964,0.6305351351351364,0.6089375675675675,0.570878108108108,0.5723018918918937,0.6059378378378386,0.6019791891891874,0.5353991891891919,0.5887081081081086,0.5673783783783763,0.6461716216216213,0.59292,1
0.61713,0.6699035135135135,0.6213889189189189,0.6070378378378379,0.6720389189189191,0.5901148648648649,0.595598108108108,0.6887632432432435,0.6324527027027027,0.6295670270270269,0.6414878378378378,0.6173962162162163,0.5863056756756757,0.6497183783783784,0.6161824324324323,0.5914256756756757,0.6248383783783784,0.6161624324324325,0.644004054054054,0.6492929729729728,0.5842151351351352,0.6546318918918919,0.6084243243243246,0.665008648648649,0.5801886486486483,0.6511581081081081,0.6688516216216216,0.665729189189189,0.6449983783783789,0.6842618918918921,0.7390924324324339,3.2608729729729835,2.5263081081080934,-1.6677432432432429,-1.7344702702702708,-1.7623756756756743,-1.6877459459459465,-1.7293,-1.68812972972973,-1.6632864864864874,-1.622494594594594,-1.5611810810810813,-1.5167324324324325,-1.5255918918918907,-1.413891891891892,-1.3604405405405402,-1.3526945945945914,-1.2263189189189185,-1.1493594594594594,-1.0338783783783783,-0.9379210810810813,-0.8597294594594593,-0.7456635135135141,-0.6669383783783784,-0.565008918918919,-0.4399216216216214,-0.392542972972972,-0.23472594594594576,-0.17584054054054038,-0.1047581081081081,-0.007806621621620945,0.07265854054054116,0.1693105405405433,0.2013262162162182,0.3702437837837852,0.3200186486486489,0.3648040540540539,0.4229548648648655,0.4656664864864854,0.495938108108108,0.4834970270270276,0.46404162162162077,0.4945445945945941,0.5520708108108106,0.56702,1
-1.3417,-1.3835648648648649,-1.341954054054054,-1.36822972972973,-1.3433135135135135,-1.3587162162162163,-1.361108108108108,-1.374291891891892,-1.3566432432432434,-1.3596756756756758,-1.3475675675675678,-1.3438702702702705,-1.3405162162162165,-1.3276756756756756,-1.3075918918918923,-1.3800972972972971,-1.3402324324324322,-1.3648216216216216,-1.3541108108108113,-1.3775216216216215,-1.3418189189189187,-1.3291405405405405,-1.3549513513513511,-1.2462513513513516,-1.2016297297297294,-1.0343405405405404,-0.8250459459459459,-0.4956791891891878,-0.08727445945945855,0.2524602702702713,0.5053121621621625,0.65435,0.7390864864864868,0.7412854054054053,0.7995378378378382,0.8171256756756762,0.8060010810810818,0.75099,0.7900754054054044,0.7921854054054057,0.7978608108108106,0.8101537837837842,0.8024240540540539,0.8079281081081082,0.795858648648649,0.7923829729729726,0.8136964864864867,0.7852035135135139,0.8065316216216218,0.8063472972972974,0.7973886486486486,0.8004067567567563,0.7806805405405406,0.7717494594594594,0.8393064864864874,0.815342432432433,0.7555443243243251,0.808250810810811,0.7627178378378379,0.8078383783783771,0.7778372972972978,0.758054594594594,0.8276391891891901,0.8273662162162144,0.8114632432432434,0.788625945945945,0.7664032432432432,0.775045135135136,0.7841037837837831,0.812333783783784,0.8182424324324314,0.7795989189189175,0.8099543243243236,0.8036997297297296,0.80804,4
